<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;04.10.2018;1;1151500;1151800;1150900;1151400;2722
SPFB.RTS-12.18;1;04.10.2018;1;1151300;1152300;1151100;1152100;1526
SPFB.RTS-12.18;1;04.10.2018;1;1152200;1152700;1151700;1151900;1690
SPFB.RTS-12.18;1;04.10.2018;1;1151800;1151800;1150700;1151500;1737
SPFB.RTS-12.18;1;04.10.2018;1;1151400;1151900;1151000;1151800;945
SPFB.RTS-12.18;1;04.10.2018;1;1151800;1151900;1150500;1151200;1812
SPFB.RTS-12.18;1;04.10.2018;1;1151300;1153000;1151100;1153000;3046
SPFB.RTS-12.18;1;04.10.2018;1;1152900;1153500;1152300;1152700;2632
SPFB.RTS-12.18;1;04.10.2018;1;1152700;1153500;1152200;1153500;734
SPFB.RTS-12.18;1;04.10.2018;1;1153500;1154100;1153200;1154100;985
SPFB.RTS-12.18;1;04.10.2018;1;1154100;1154200;1153700;1153800;1428
SPFB.RTS-12.18;1;04.10.2018;1;1153800;1154000;1153300;1153500;970
SPFB.RTS-12.18;1;04.10.2018;1;1153300;1154200;1153100;1153700;965
SPFB.RTS-12.18;1;04.10.2018;1;1153500;1154500;1152900;1153700;1103
SPFB.RTS-12.18;1;04.10.2018;1;1153800;1154600;1153600;1154200;514
SPFB.RTS-12.18;1;04.10.2018;1;1154200;1154900;1153900;1154300;580
SPFB.RTS-12.18;1;04.10.2018;1;1154400;1155300;1153900;1155100;1065
SPFB.RTS-12.18;1;04.10.2018;1;1155300;1155300;1154500;1154700;577
SPFB.RTS-12.18;1;04.10.2018;1;1154800;1155100;1154100;1154900;539
SPFB.RTS-12.18;1;04.10.2018;1;1154900;1155000;1153200;1153200;712
SPFB.RTS-12.18;1;04.10.2018;1;1153200;1153300;1152500;1152600;820
SPFB.RTS-12.18;1;04.10.2018;1;1152500;1152600;1151500;1151700;1095
SPFB.RTS-12.18;1;04.10.2018;1;1151800;1152300;1151700;1152000;552
SPFB.RTS-12.18;1;04.10.2018;1;1151900;1152400;1151500;1152300;926
SPFB.RTS-12.18;1;04.10.2018;1;1152300;1152800;1151700;1151800;501
SPFB.RTS-12.18;1;04.10.2018;1;1151900;1152200;1151400;1152200;390
SPFB.RTS-12.18;1;04.10.2018;1;1152300;1152600;1151300;1151400;994
SPFB.RTS-12.18;1;04.10.2018;1;1151400;1151800;1151200;1151400;970
SPFB.RTS-12.18;1;04.10.2018;1;1151300;1151800;1151200;1151600;522
SPFB.RTS-12.18;1;04.10.2018;1;1151600;1151700;1150700;1151000;1505
SPFB.RTS-12.18;1;04.10.2018;1;1151000;1151600;1150800;1151500;1578
SPFB.RTS-12.18;1;04.10.2018;1;1151500;1151800;1151000;1151600;1121
SPFB.RTS-12.18;1;04.10.2018;1;1151500;1151800;1151000;1151000;860
SPFB.RTS-12.18;1;04.10.2018;1;1151000;1151400;1150600;1150900;923
SPFB.RTS-12.18;1;04.10.2018;1;1151000;1151800;1150800;1151600;944
SPFB.RTS-12.18;1;04.10.2018;1;1151600;1152100;1151200;1152100;736
SPFB.RTS-12.18;1;04.10.2018;1;1152100;1152300;1151700;1152100;609
SPFB.RTS-12.18;1;04.10.2018;1;1152200;1152200;1151200;1151800;581
SPFB.RTS-12.18;1;04.10.2018;1;1151600;1152400;1151600;1152300;439
SPFB.RTS-12.18;1;04.10.2018;1;1152300;1152700;1151800;1151800;758
SPFB.RTS-12.18;1;04.10.2018;1;1151800;1151800;1151300;1151300;499
SPFB.RTS-12.18;1;04.10.2018;1;1151300;1152000;1151200;1151600;349
SPFB.RTS-12.18;1;04.10.2018;1;1151600;1151700;1151300;1151700;337
SPFB.RTS-12.18;1;04.10.2018;1;1151600;1151700;1151400;1151500;228
SPFB.RTS-12.18;1;04.10.2018;1;1151600;1152500;1151300;1151800;544
SPFB.RTS-12.18;1;04.10.2018;1;1151600;1151600;1151000;1151300;511
SPFB.RTS-12.18;1;04.10.2018;1;1151300;1151500;1150700;1151300;480
SPFB.RTS-12.18;1;04.10.2018;1;1151300;1151400;1150500;1151000;903
SPFB.RTS-12.18;1;04.10.2018;1;1150900;1152100;1150600;1152000;1283
SPFB.RTS-12.18;1;04.10.2018;1;1151900;1153000;1151500;1152900;871
SPFB.RTS-12.18;1;04.10.2018;1;1152900;1153500;1152700;1153100;734
SPFB.RTS-12.18;1;04.10.2018;1;1153100;1153600;1152600;1153500;589
SPFB.RTS-12.18;1;04.10.2018;1;1153600;1154200;1153300;1154100;1076
SPFB.RTS-12.18;1;04.10.2018;1;1154100;1154200;1153400;1153700;691
SPFB.RTS-12.18;1;04.10.2018;1;1153700;1154100;1153500;1153900;608
SPFB.RTS-12.18;1;04.10.2018;1;1153900;1154200;1153500;1154200;508
SPFB.RTS-12.18;1;04.10.2018;1;1154100;1154200;1153100;1153400;1013
SPFB.RTS-12.18;1;04.10.2018;1;1153300;1153700;1152500;1152800;703
SPFB.RTS-12.18;1;04.10.2018;1;1152900;1153500;1152900;1153200;316
SPFB.RTS-12.18;1;04.10.2018;1;1153100;1153500;1153000;1153500;100
SPFB.RTS-12.18;1;04.10.2018;1;1153500;1154100;1153400;1153900;524
SPFB.RTS-12.18;1;04.10.2018;1;1153800;1154000;1152600;1152700;549
SPFB.RTS-12.18;1;04.10.2018;1;1152600;1152900;1152000;1152800;992
SPFB.RTS-12.18;1;04.10.2018;1;1152600;1153100;1152400;1153000;427
SPFB.RTS-12.18;1;04.10.2018;1;1153100;1154100;1153000;1153500;779
SPFB.RTS-12.18;1;04.10.2018;1;1153600;1153800;1153100;1153400;391
SPFB.RTS-12.18;1;04.10.2018;1;1153500;1153800;1153000;1153000;314
SPFB.RTS-12.18;1;04.10.2018;1;1153000;1153900;1152800;1153700;351
SPFB.RTS-12.18;1;04.10.2018;1;1153700;1153900;1153200;1153200;332
SPFB.RTS-12.18;1;04.10.2018;1;1153300;1153700;1153100;1153600;315
SPFB.RTS-12.18;1;04.10.2018;1;1153600;1154000;1153400;1153600;1177
SPFB.RTS-12.18;1;04.10.2018;1;1153600;1154000;1153400;1153700;269
SPFB.RTS-12.18;1;04.10.2018;1;1153700;1155700;1153600;1155500;2904
SPFB.RTS-12.18;1;04.10.2018;1;1155400;1155600;1154800;1155200;966
SPFB.RTS-12.18;1;04.10.2018;1;1155200;1155500;1155000;1155000;812
SPFB.RTS-12.18;1;04.10.2018;1;1155100;1155100;1154400;1154700;579
SPFB.RTS-12.18;1;04.10.2018;1;1154900;1154900;1154200;1154500;345
SPFB.RTS-12.18;1;04.10.2018;1;1154700;1154700;1153900;1154100;478
SPFB.RTS-12.18;1;04.10.2018;1;1154200;1154600;1154100;1154500;573
SPFB.RTS-12.18;1;04.10.2018;1;1154500;1154700;1154000;1154300;579
SPFB.RTS-12.18;1;04.10.2018;1;1154400;1154400;1154000;1154200;389
SPFB.RTS-12.18;1;04.10.2018;1;1154200;1154200;1153300;1153300;958
SPFB.RTS-12.18;1;04.10.2018;1;1153300;1153700;1153200;1153300;758
SPFB.RTS-12.18;1;04.10.2018;1;1153300;1153300;1152400;1153000;771
SPFB.RTS-12.18;1;04.10.2018;1;1152800;1153300;1152600;1153200;239
SPFB.RTS-12.18;1;04.10.2018;1;1153100;1153900;1153100;1153900;647
SPFB.RTS-12.18;1;04.10.2018;1;1153900;1153900;1153300;1153400;1010
SPFB.RTS-12.18;1;04.10.2018;1;1153500;1154000;1153000;1153300;846
SPFB.RTS-12.18;1;04.10.2018;1;1153400;1154100;1153400;1154100;683
SPFB.RTS-12.18;1;04.10.2018;1;1154200;1154800;1154000;1154800;799
SPFB.RTS-12.18;1;04.10.2018;1;1154700;1155200;1154200;1154700;1017
SPFB.RTS-12.18;1;04.10.2018;1;1154700;1155100;1154300;1154800;792
SPFB.RTS-12.18;1;04.10.2018;1;1154800;1155100;1154300;1154300;648
SPFB.RTS-12.18;1;04.10.2018;1;1153900;1153900;1149300;1149800;4312
SPFB.RTS-12.18;1;04.10.2018;1;1149700;1151500;1148900;1151300;1380
SPFB.RTS-12.18;1;04.10.2018;1;1151200;1151300;1150600;1150900;468
SPFB.RTS-12.18;1;04.10.2018;1;1151000;1151900;1150800;1151700;739
SPFB.RTS-12.18;1;04.10.2018;1;1151800;1151900;1151300;1151600;323
SPFB.RTS-12.18;1;04.10.2018;1;1151500;1151500;1150700;1150900;451
SPFB.RTS-12.18;1;04.10.2018;1;1151000;1151200;1150500;1150500;331
SPFB.RTS-12.18;1;04.10.2018;1;1150500;1151200;1150500;1150700;240
SPFB.RTS-12.18;1;04.10.2018;1;1150600;1150800;1149700;1149700;566
SPFB.RTS-12.18;1;04.10.2018;1;1149800;1150400;1149800;1150300;327
SPFB.RTS-12.18;1;04.10.2018;1;1150300;1150400;1149400;1149400;594
SPFB.RTS-12.18;1;04.10.2018;1;1149400;1149500;1148800;1149000;696
SPFB.RTS-12.18;1;04.10.2018;1;1148900;1149300;1148300;1148900;795
SPFB.RTS-12.18;1;04.10.2018;1;1149000;1149600;1148900;1148900;597
SPFB.RTS-12.18;1;04.10.2018;1;1148900;1149100;1148500;1148700;336
SPFB.RTS-12.18;1;04.10.2018;1;1148500;1148900;1148400;1148400;300
SPFB.RTS-12.18;1;04.10.2018;1;1148400;1148600;1147900;1147900;830
SPFB.RTS-12.18;1;04.10.2018;1;1147900;1148900;1147800;1148300;1412
SPFB.RTS-12.18;1;04.10.2018;1;1148300;1148600;1148000;1148300;582
SPFB.RTS-12.18;1;04.10.2018;1;1148300;1148300;1147700;1147800;469
SPFB.RTS-12.18;1;04.10.2018;1;1147900;1148000;1147500;1147700;911
SPFB.RTS-12.18;1;04.10.2018;1;1147700;1148000;1147100;1147200;1115
SPFB.RTS-12.18;1;04.10.2018;1;1147200;1148500;1147100;1147900;825
SPFB.RTS-12.18;1;04.10.2018;1;1148100;1148200;1147500;1148200;644
SPFB.RTS-12.18;1;04.10.2018;1;1148200;1148200;1146700;1147000;1431
SPFB.RTS-12.18;1;04.10.2018;1;1147000;1147500;1146600;1147100;1143
SPFB.RTS-12.18;1;04.10.2018;1;1147200;1147900;1147100;1147700;585
SPFB.RTS-12.18;1;04.10.2018;1;1147600;1148400;1147600;1148200;530
SPFB.RTS-12.18;1;04.10.2018;1;1148200;1150100;1148100;1148900;2071
SPFB.RTS-12.18;1;04.10.2018;1;1148900;1149500;1148700;1149200;261
SPFB.RTS-12.18;1;04.10.2018;1;1149200;1150200;1149200;1149700;537
SPFB.RTS-12.18;1;04.10.2018;1;1149700;1149900;1148900;1149100;404
SPFB.RTS-12.18;1;04.10.2018;1;1149200;1149200;1148500;1148700;574
SPFB.RTS-12.18;1;04.10.2018;1;1148800;1149000;1148600;1148800;275
SPFB.RTS-12.18;1;04.10.2018;1;1148900;1149400;1148700;1149100;475
SPFB.RTS-12.18;1;04.10.2018;1;1149100;1149500;1148900;1149200;385
SPFB.RTS-12.18;1;04.10.2018;1;1149100;1149700;1149100;1149700;241
SPFB.RTS-12.18;1;04.10.2018;1;1149700;1149900;1149300;1149400;246
SPFB.RTS-12.18;1;04.10.2018;1;1149400;1149800;1149200;1149700;103
SPFB.RTS-12.18;1;04.10.2018;1;1149800;1149800;1149400;1149500;236
SPFB.RTS-12.18;1;04.10.2018;1;1149500;1150700;1149400;1149800;1204
SPFB.RTS-12.18;1;04.10.2018;1;1149800;1150100;1149500;1150100;299
SPFB.RTS-12.18;1;04.10.2018;1;1149900;1150500;1149700;1150300;276
SPFB.RTS-12.18;1;04.10.2018;1;1150200;1150600;1149900;1150000;696
SPFB.RTS-12.18;1;04.10.2018;1;1150100;1150600;1149900;1150400;442
SPFB.RTS-12.18;1;04.10.2018;1;1150600;1150600;1150200;1150400;171
SPFB.RTS-12.18;1;04.10.2018;1;1150400;1150400;1149800;1149900;208
SPFB.RTS-12.18;1;04.10.2018;1;1149800;1149900;1148900;1148900;321
SPFB.RTS-12.18;1;04.10.2018;1;1149000;1149400;1148800;1149000;196
SPFB.RTS-12.18;1;04.10.2018;1;1149200;1149700;1149100;1149500;174
SPFB.RTS-12.18;1;04.10.2018;1;1149500;1149700;1149000;1149100;106
SPFB.RTS-12.18;1;04.10.2018;1;1149000;1149000;1148700;1148900;215
SPFB.RTS-12.18;1;04.10.2018;1;1148900;1149400;1148800;1149100;185
SPFB.RTS-12.18;1;04.10.2018;1;1149200;1149400;1148500;1148800;361
SPFB.RTS-12.18;1;04.10.2018;1;1148800;1149000;1148500;1148600;134
SPFB.RTS-12.18;1;04.10.2018;1;1148800;1149000;1148100;1148300;493
SPFB.RTS-12.18;1;04.10.2018;1;1148100;1148300;1147700;1148000;270
SPFB.RTS-12.18;1;04.10.2018;1;1148100;1148500;1147800;1147900;298
SPFB.RTS-12.18;1;04.10.2018;1;1147900;1148200;1147800;1148000;234
SPFB.RTS-12.18;1;04.10.2018;1;1148000;1148600;1147800;1148500;349
SPFB.RTS-12.18;1;04.10.2018;1;1148600;1148900;1148400;1148600;238
SPFB.RTS-12.18;1;04.10.2018;1;1148700;1148700;1148100;1148200;128
SPFB.RTS-12.18;1;04.10.2018;1;1148200;1148500;1147800;1147900;261
SPFB.RTS-12.18;1;04.10.2018;1;1147900;1148000;1147500;1147500;376
SPFB.RTS-12.18;1;04.10.2018;1;1147400;1148000;1147300;1147900;448
SPFB.RTS-12.18;1;04.10.2018;1;1147800;1148100;1147600;1147600;273
SPFB.RTS-12.18;1;04.10.2018;1;1147700;1147900;1146700;1146800;534
SPFB.RTS-12.18;1;04.10.2018;1;1146800;1147800;1146800;1147400;313
SPFB.RTS-12.18;1;04.10.2018;1;1147400;1147600;1147100;1147600;176
SPFB.RTS-12.18;1;04.10.2018;1;1147500;1147500;1147300;1147500;119
SPFB.RTS-12.18;1;04.10.2018;1;1147500;1148500;1147500;1148200;407
SPFB.RTS-12.18;1;04.10.2018;1;1148100;1148500;1147900;1148500;339
SPFB.RTS-12.18;1;04.10.2018;1;1148500;1148600;1147800;1148000;125
SPFB.RTS-12.18;1;04.10.2018;1;1148100;1148100;1147700;1147900;126
SPFB.RTS-12.18;1;04.10.2018;1;1147900;1148600;1147900;1148400;262
SPFB.RTS-12.18;1;04.10.2018;1;1148300;1148600;1147800;1147900;413
SPFB.RTS-12.18;1;04.10.2018;1;1147800;1148200;1147800;1148100;406
SPFB.RTS-12.18;1;04.10.2018;1;1148000;1148500;1147900;1148400;394
SPFB.RTS-12.18;1;04.10.2018;1;1148400;1148500;1148100;1148400;196
SPFB.RTS-12.18;1;04.10.2018;1;1148600;1148800;1148300;1148400;223
SPFB.RTS-12.18;1;04.10.2018;1;1148400;1148600;1148100;1148300;309
SPFB.RTS-12.18;1;04.10.2018;1;1148400;1148400;1147900;1148000;202
SPFB.RTS-12.18;1;04.10.2018;1;1148000;1148200;1147800;1148000;293
SPFB.RTS-12.18;1;04.10.2018;1;1148000;1148500;1148000;1148300;111
SPFB.RTS-12.18;1;04.10.2018;1;1148100;1148200;1147100;1147400;615
SPFB.RTS-12.18;1;04.10.2018;1;1147400;1147900;1147300;1147300;186
SPFB.RTS-12.18;1;04.10.2018;1;1147200;1147300;1146000;1146300;1490
SPFB.RTS-12.18;1;04.10.2018;1;1146200;1146600;1146000;1146000;676
SPFB.RTS-12.18;1;04.10.2018;1;1146000;1146200;1145600;1145900;550
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1146500;1145600;1146300;598
SPFB.RTS-12.18;1;04.10.2018;1;1146400;1146500;1145500;1145500;489
SPFB.RTS-12.18;1;04.10.2018;1;1145600;1145900;1145500;1145800;187
SPFB.RTS-12.18;1;04.10.2018;1;1145700;1145900;1145600;1145800;138
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1146200;1145800;1145800;538
SPFB.RTS-12.18;1;04.10.2018;1;1145900;1146000;1145500;1145500;333
SPFB.RTS-12.18;1;04.10.2018;1;1145600;1145900;1145500;1145600;582
SPFB.RTS-12.18;1;04.10.2018;1;1145600;1145900;1145500;1145900;885
SPFB.RTS-12.18;1;04.10.2018;1;1145700;1146200;1145700;1145800;351
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1146300;1145600;1146300;249
SPFB.RTS-12.18;1;04.10.2018;1;1146200;1147100;1146100;1146900;520
SPFB.RTS-12.18;1;04.10.2018;1;1146900;1147000;1146000;1146300;735
SPFB.RTS-12.18;1;04.10.2018;1;1146300;1146700;1146100;1146400;306
SPFB.RTS-12.18;1;04.10.2018;1;1146400;1146400;1146000;1146100;286
SPFB.RTS-12.18;1;04.10.2018;1;1146200;1146400;1146000;1146100;223
SPFB.RTS-12.18;1;04.10.2018;1;1146100;1146100;1145500;1145800;378
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1145900;1145500;1145600;243
SPFB.RTS-12.18;1;04.10.2018;1;1145700;1145900;1145300;1145800;1358
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1146500;1145700;1146300;878
SPFB.RTS-12.18;1;04.10.2018;1;1146300;1146300;1145800;1146200;313
SPFB.RTS-12.18;1;04.10.2018;1;1146100;1146100;1145500;1145800;396
SPFB.RTS-12.18;1;04.10.2018;1;1145700;1145800;1145000;1145300;737
SPFB.RTS-12.18;1;04.10.2018;1;1145300;1145600;1145100;1145300;314
SPFB.RTS-12.18;1;04.10.2018;1;1145400;1145600;1145100;1145500;158
SPFB.RTS-12.18;1;04.10.2018;1;1145500;1146400;1145400;1146300;344
SPFB.RTS-12.18;1;04.10.2018;1;1146300;1146400;1145800;1145800;326
SPFB.RTS-12.18;1;04.10.2018;1;1145900;1146100;1145600;1145700;310
SPFB.RTS-12.18;1;04.10.2018;1;1145700;1146000;1145400;1145400;310
SPFB.RTS-12.18;1;04.10.2018;1;1145300;1145600;1144800;1145600;734
SPFB.RTS-12.18;1;04.10.2018;1;1145500;1145800;1145400;1145800;145
SPFB.RTS-12.18;1;04.10.2018;1;1145700;1146000;1145700;1145900;133
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1145800;1145100;1145500;247
SPFB.RTS-12.18;1;04.10.2018;1;1145500;1145700;1145300;1145400;64
SPFB.RTS-12.18;1;04.10.2018;1;1145300;1145700;1145200;1145700;128
SPFB.RTS-12.18;1;04.10.2018;1;1145700;1145900;1145700;1145700;94
SPFB.RTS-12.18;1;04.10.2018;1;1145700;1145700;1144500;1144600;598
SPFB.RTS-12.18;1;04.10.2018;1;1144600;1144700;1144300;1144600;334
SPFB.RTS-12.18;1;04.10.2018;1;1144600;1145100;1144600;1144600;440
SPFB.RTS-12.18;1;04.10.2018;1;1144700;1145000;1144600;1145000;166
SPFB.RTS-12.18;1;04.10.2018;1;1145000;1145300;1144800;1145300;137
SPFB.RTS-12.18;1;04.10.2018;1;1145300;1145500;1145100;1145200;161
SPFB.RTS-12.18;1;04.10.2018;1;1145200;1145400;1144500;1145000;340
SPFB.RTS-12.18;1;04.10.2018;1;1145100;1145100;1144500;1144700;176
SPFB.RTS-12.18;1;04.10.2018;1;1144700;1144900;1144500;1144700;95
SPFB.RTS-12.18;1;04.10.2018;1;1144700;1144700;1144100;1144100;635
SPFB.RTS-12.18;1;04.10.2018;1;1144100;1144300;1143900;1144300;338
SPFB.RTS-12.18;1;04.10.2018;1;1144300;1144600;1143800;1144200;596
SPFB.RTS-12.18;1;04.10.2018;1;1144100;1144400;1143600;1144200;812
SPFB.RTS-12.18;1;04.10.2018;1;1144100;1144600;1144100;1144200;467
SPFB.RTS-12.18;1;04.10.2018;1;1144300;1144800;1144100;1144500;395
SPFB.RTS-12.18;1;04.10.2018;1;1144600;1144800;1144100;1144200;386
SPFB.RTS-12.18;1;04.10.2018;1;1144300;1144600;1144200;1144500;358
SPFB.RTS-12.18;1;04.10.2018;1;1144500;1144800;1144500;1144500;203
SPFB.RTS-12.18;1;04.10.2018;1;1144800;1144900;1144300;1144900;252
SPFB.RTS-12.18;1;04.10.2018;1;1145000;1145300;1144700;1144800;294
SPFB.RTS-12.18;1;04.10.2018;1;1144800;1145800;1144800;1145300;454
SPFB.RTS-12.18;1;04.10.2018;1;1145200;1145500;1145000;1145300;150
SPFB.RTS-12.18;1;04.10.2018;1;1145200;1145300;1144900;1145200;135
SPFB.RTS-12.18;1;04.10.2018;1;1145200;1145800;1145100;1145500;189
SPFB.RTS-12.18;1;04.10.2018;1;1145500;1146000;1145500;1146000;307
SPFB.RTS-12.18;1;04.10.2018;1;1146000;1146200;1145700;1145900;257
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1145800;1145400;1145500;205
SPFB.RTS-12.18;1;04.10.2018;1;1145600;1146700;1145500;1146300;809
SPFB.RTS-12.18;1;04.10.2018;1;1146400;1147700;1146200;1147300;1066
SPFB.RTS-12.18;1;04.10.2018;1;1147300;1147800;1147200;1147500;563
SPFB.RTS-12.18;1;04.10.2018;1;1147500;1147700;1147300;1147600;560
SPFB.RTS-12.18;1;04.10.2018;1;1147500;1147700;1146900;1146900;295
SPFB.RTS-12.18;1;04.10.2018;1;1146800;1147000;1146200;1146500;409
SPFB.RTS-12.18;1;04.10.2018;1;1146600;1147100;1146600;1146900;201
SPFB.RTS-12.18;1;04.10.2018;1;1146800;1147000;1146500;1146800;164
SPFB.RTS-12.18;1;04.10.2018;1;1146900;1147000;1146600;1146800;73
SPFB.RTS-12.18;1;04.10.2018;1;1146700;1146900;1146500;1146800;134
SPFB.RTS-12.18;1;04.10.2018;1;1146900;1147600;1146800;1146900;333
SPFB.RTS-12.18;1;04.10.2018;1;1146800;1146900;1146300;1146300;182
SPFB.RTS-12.18;1;04.10.2018;1;1146400;1147000;1146400;1146700;241
SPFB.RTS-12.18;1;04.10.2018;1;1146900;1147100;1146700;1147000;128
SPFB.RTS-12.18;1;04.10.2018;1;1147100;1147700;1147100;1147300;327
SPFB.RTS-12.18;1;04.10.2018;1;1147400;1147700;1147300;1147700;264
SPFB.RTS-12.18;1;04.10.2018;1;1147700;1147800;1147400;1147600;224
SPFB.RTS-12.18;1;04.10.2018;1;1147600;1148000;1147400;1147700;498
SPFB.RTS-12.18;1;04.10.2018;1;1147700;1148300;1147700;1147900;419
SPFB.RTS-12.18;1;04.10.2018;1;1148000;1148200;1147600;1147600;197
SPFB.RTS-12.18;1;04.10.2018;1;1147700;1147800;1147500;1147700;101
SPFB.RTS-12.18;1;04.10.2018;1;1147700;1148000;1147600;1147900;142
SPFB.RTS-12.18;1;04.10.2018;1;1147900;1148000;1147800;1147900;181
SPFB.RTS-12.18;1;04.10.2018;1;1148000;1148400;1147900;1148300;536
SPFB.RTS-12.18;1;04.10.2018;1;1148100;1148300;1147700;1147900;274
SPFB.RTS-12.18;1;04.10.2018;1;1147800;1147800;1147100;1147200;297
SPFB.RTS-12.18;1;04.10.2018;1;1147100;1148000;1147100;1147700;354
SPFB.RTS-12.18;1;04.10.2018;1;1147600;1148400;1147300;1148100;428
SPFB.RTS-12.18;1;04.10.2018;1;1148000;1148400;1148000;1148200;105
SPFB.RTS-12.18;1;04.10.2018;1;1148200;1148500;1148200;1148500;188
SPFB.RTS-12.18;1;04.10.2018;1;1148500;1148700;1148400;1148600;266
SPFB.RTS-12.18;1;04.10.2018;1;1148600;1148800;1148400;1148400;349
SPFB.RTS-12.18;1;04.10.2018;1;1148400;1149200;1148400;1148900;551
SPFB.RTS-12.18;1;04.10.2018;1;1149000;1149200;1148800;1149100;229
SPFB.RTS-12.18;1;04.10.2018;1;1149100;1149200;1148800;1148800;320
SPFB.RTS-12.18;1;04.10.2018;1;1148800;1149000;1148600;1148700;138
SPFB.RTS-12.18;1;04.10.2018;1;1148700;1149100;1148600;1149100;158
SPFB.RTS-12.18;1;04.10.2018;1;1149000;1149200;1148900;1148900;247
SPFB.RTS-12.18;1;04.10.2018;1;1149000;1149000;1148700;1148700;152
SPFB.RTS-12.18;1;04.10.2018;1;1148800;1149100;1148600;1148800;200
SPFB.RTS-12.18;1;04.10.2018;1;1148800;1148800;1148200;1148200;406
SPFB.RTS-12.18;1;04.10.2018;1;1148300;1148500;1147900;1148100;399
SPFB.RTS-12.18;1;04.10.2018;1;1148200;1148700;1148100;1148700;54
SPFB.RTS-12.18;1;04.10.2018;1;1148600;1148800;1148300;1148300;45
SPFB.RTS-12.18;1;04.10.2018;1;1148400;1148400;1147700;1147900;268
SPFB.RTS-12.18;1;04.10.2018;1;1147900;1148000;1147800;1147800;96
SPFB.RTS-12.18;1;04.10.2018;1;1147800;1148400;1147500;1147500;426
SPFB.RTS-12.18;1;04.10.2018;1;1147600;1148100;1147600;1147700;119
SPFB.RTS-12.18;1;04.10.2018;1;1147800;1147800;1147000;1147500;486
SPFB.RTS-12.18;1;04.10.2018;1;1147400;1147600;1147300;1147400;110
SPFB.RTS-12.18;1;04.10.2018;1;1147400;1147500;1147100;1147100;113
SPFB.RTS-12.18;1;04.10.2018;1;1147100;1147200;1146700;1146700;378
SPFB.RTS-12.18;1;04.10.2018;1;1146800;1147000;1146300;1146400;228
SPFB.RTS-12.18;1;04.10.2018;1;1146500;1146600;1146100;1146200;269
SPFB.RTS-12.18;1;04.10.2018;1;1146200;1146300;1145700;1145700;715
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1146500;1145700;1145900;722
SPFB.RTS-12.18;1;04.10.2018;1;1146000;1146600;1145800;1146200;577
SPFB.RTS-12.18;1;04.10.2018;1;1146300;1146300;1145600;1145800;437
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1145800;1145500;1145500;378
SPFB.RTS-12.18;1;04.10.2018;1;1145500;1145800;1145500;1145700;172
SPFB.RTS-12.18;1;04.10.2018;1;1145600;1145700;1145500;1145500;55
SPFB.RTS-12.18;1;04.10.2018;1;1145500;1145700;1145400;1145500;370
SPFB.RTS-12.18;1;04.10.2018;1;1145600;1145600;1144800;1145000;799
SPFB.RTS-12.18;1;04.10.2018;1;1144900;1145400;1144800;1145200;348
SPFB.RTS-12.18;1;04.10.2018;1;1145100;1145300;1145000;1145100;105
SPFB.RTS-12.18;1;04.10.2018;1;1145200;1145600;1145200;1145600;139
SPFB.RTS-12.18;1;04.10.2018;1;1145600;1145600;1145200;1145400;160
SPFB.RTS-12.18;1;04.10.2018;1;1145500;1145500;1144800;1145400;247
SPFB.RTS-12.18;1;04.10.2018;1;1145400;1146100;1145400;1146100;387
SPFB.RTS-12.18;1;04.10.2018;1;1146200;1146600;1146200;1146600;291
SPFB.RTS-12.18;1;04.10.2018;1;1146600;1146600;1146100;1146200;313
SPFB.RTS-12.18;1;04.10.2018;1;1146100;1146500;1145900;1146200;110
SPFB.RTS-12.18;1;04.10.2018;1;1146100;1146900;1146000;1146800;343
SPFB.RTS-12.18;1;04.10.2018;1;1146700;1146700;1146200;1146700;126
SPFB.RTS-12.18;1;04.10.2018;1;1146800;1146900;1146200;1146500;201
SPFB.RTS-12.18;1;04.10.2018;1;1146400;1146400;1145900;1145900;246
SPFB.RTS-12.18;1;04.10.2018;1;1146100;1146100;1145300;1145600;510
SPFB.RTS-12.18;1;04.10.2018;1;1145600;1145800;1145500;1145800;51
SPFB.RTS-12.18;1;04.10.2018;1;1145800;1146300;1145800;1146300;134
SPFB.RTS-12.18;1;04.10.2018;1;1146200;1146500;1145500;1145700;735
SPFB.RTS-12.18;1;04.10.2018;1;1145700;1145700;1144200;1144500;1386
SPFB.RTS-12.18;1;04.10.2018;1;1144500;1144700;1144100;1144500;588
SPFB.RTS-12.18;1;04.10.2018;1;1144600;1144800;1143600;1144000;1222
SPFB.RTS-12.18;1;04.10.2018;1;1143900;1144000;1143200;1143700;987
SPFB.RTS-12.18;1;04.10.2018;1;1143600;1144900;1143600;1144800;505
SPFB.RTS-12.18;1;04.10.2018;1;1144700;1145000;1144700;1144700;191
SPFB.RTS-12.18;1;04.10.2018;1;1144700;1145000;1144700;1144900;68
